paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type
CNT_101,SYNTHETIC_101,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,1.99,248.3,1,CVD,932.0,Fe,C2H4,1525478.0,115.9,1219.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_102,SYNTHETIC_102,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.2,455.1,1,Arc discharge,,,,1449877.0,85.4,1463.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_103,SYNTHETIC_103,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.81,78.2,1,CVD,777.0,Fe/Co,C2H4,666549.0,140.3,1353.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_104,SYNTHETIC_104,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.36,84.7,1,Arc discharge,,,,1516105.0,80.9,1316.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_105,SYNTHETIC_105,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,2.65,456.2,1,CVD,771.0,Fe,CH4,1823041.0,69.9,1018.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_106,SYNTHETIC_106,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,2.1,205.5,1,CVD,801.0,Fe/Co,CH4,1113086.0,77.8,1176.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_107,SYNTHETIC_107,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.83,238.2,1,CVD,976.0,Ni,CH4,1902020.0,59.8,1204.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_108,SYNTHETIC_108,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,1.72,458.3,1,CVD,874.0,Ni,CH4,1766380.0,51.4,1473.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_109,SYNTHETIC_109,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,2.03,431.7,1,Arc discharge,,,,873756.0,66.0,1017.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_110,SYNTHETIC_110,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,2.45,112.9,1,Laser ablation,,,,858314.0,52.9,826.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_111,SYNTHETIC_111,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.64,297.9,1,CVD,914.0,Co,C2H2,1269328.0,89.6,1336.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_112,SYNTHETIC_112,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.2,432.3,1,Laser ablation,,,,1395233.0,62.5,1251.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_113,SYNTHETIC_113,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,2.56,489.7,1,Laser ablation,,,,1887867.0,79.0,1186.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_114,SYNTHETIC_114,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.31,339.2,1,CVD,731.0,Fe/Co,CH4,1897234.0,58.6,870.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_115,SYNTHETIC_115,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.39,429.3,1,Laser ablation,,,,1173259.0,110.2,943.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_116,SYNTHETIC_116,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.77,16.4,1,CVD,762.0,Fe,CH4,1407556.0,80.6,1425.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_117,SYNTHETIC_117,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.55,137.1,1,CVD,877.0,Fe,C2H4,1357688.0,96.2,1105.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_118,SYNTHETIC_118,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,1.28,487.5,1,Laser ablation,,,,866223.0,97.9,1490.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_119,SYNTHETIC_119,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.56,218.4,1,CVD,781.0,Co,C2H4,930083.0,46.7,1384.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_120,SYNTHETIC_120,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.09,451.3,1,Arc discharge,,,,2065352.0,128.7,1171.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_121,SYNTHETIC_121,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.07,144.3,1,Arc discharge,,,,1651463.0,129.6,944.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_122,SYNTHETIC_122,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.11,139.2,1,CVD,920.0,Fe,C2H4,1673729.0,98.8,1387.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_123,SYNTHETIC_123,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.64,264.3,1,CVD,750.0,Fe/Co,CH4,1682848.0,59.4,1073.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_124,SYNTHETIC_124,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.76,458.6,1,Arc discharge,,,,1660696.0,143.9,1078.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_125,SYNTHETIC_125,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.86,369.0,1,CVD,709.0,Fe,C2H4,585410.0,89.6,1218.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_126,SYNTHETIC_126,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.17,242.4,1,CVD,805.0,Co,CO,1539743.0,85.2,853.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_127,SYNTHETIC_127,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.56,350.4,1,CVD,877.0,Co,CH4,1967686.0,46.4,1465.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_128,SYNTHETIC_128,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.95,52.5,1,HiPco,,,,1864407.0,106.7,1331.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_129,SYNTHETIC_129,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.32,426.1,1,CVD,847.0,Fe,,2068887.0,34.7,1294.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_130,SYNTHETIC_130,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,3.0,282.3,1,CVD,794.0,Fe,CO,789011.0,43.8,1095.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_131,SYNTHETIC_131,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.84,432.4,1,Laser ablation,,,,1132628.0,129.5,826.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_132,SYNTHETIC_132,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,1.31,69.1,1,CVD,909.0,Co,CO,767499.0,67.8,1178.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_133,SYNTHETIC_133,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,2.26,371.5,1,Arc discharge,,,,1242070.0,135.2,1092.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_134,SYNTHETIC_134,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.71,20.4,1,Laser ablation,,,,1332839.0,142.7,1359.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_135,SYNTHETIC_135,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,0.82,35.8,1,CVD,711.0,Co,C2H4,1338800.0,77.8,864.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_136,SYNTHETIC_136,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.95,368.8,1,CVD,840.0,Fe,Ethanol,1790509.0,100.7,994.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_137,SYNTHETIC_137,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.97,219.6,1,CVD,904.0,Fe,,1684081.0,40.7,1092.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_138,SYNTHETIC_138,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.75,304.4,1,Laser ablation,,,,2037302.0,119.2,845.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_139,SYNTHETIC_139,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.87,328.3,1,Arc discharge,,,,1285472.0,57.7,924.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_140,SYNTHETIC_140,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,0.88,479.1,1,Laser ablation,,,,2457058.0,105.6,951.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_141,SYNTHETIC_141,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.84,497.5,1,CVD,819.0,Fe/Co,C2H4,742877.0,127.9,957.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_142,SYNTHETIC_142,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,2.45,27.1,1,Laser ablation,,,,1903422.0,84.9,1074.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_143,SYNTHETIC_143,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.08,445.5,1,HiPco,,,,2433000.0,127.1,1259.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_144,SYNTHETIC_144,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.42,147.9,1,CVD,702.0,Ni,CH4,1385815.0,145.5,877.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_145,SYNTHETIC_145,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,0.97,427.1,1,CVD,844.0,Ni,Ethanol,1434736.0,111.4,1196.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_146,SYNTHETIC_146,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.41,265.4,1,Laser ablation,,,,926332.0,48.9,912.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_147,SYNTHETIC_147,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,2.64,351.8,1,Arc discharge,,,,1483500.0,120.3,911.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_148,SYNTHETIC_148,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.91,238.1,1,Laser ablation,,,,512120.0,128.4,960.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_149,SYNTHETIC_149,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.15,410.8,1,Laser ablation,,,,1679949.0,30.8,1001.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_150,SYNTHETIC_150,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,1.52,284.3,1,CVD,813.0,Fe,Ethanol,849708.0,64.0,813.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_151,SYNTHETIC_151,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.92,177.5,1,Arc discharge,,,,1913774.0,42.3,1456.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_152,SYNTHETIC_152,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,0.95,157.5,1,Arc discharge,,,,848822.0,99.9,1042.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_153,SYNTHETIC_153,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,0.96,427.7,1,HiPco,,,,2128224.0,83.5,1253.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_154,SYNTHETIC_154,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.47,22.0,1,CVD,797.0,Co,CO,1616877.0,83.5,992.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_155,SYNTHETIC_155,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.88,60.1,1,Laser ablation,,,,1306783.0,129.1,1009.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_156,SYNTHETIC_156,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.5,122.7,1,CVD,960.0,,CH4,1686641.0,139.1,1400.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_157,SYNTHETIC_157,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,1.67,144.4,1,HiPco,,,,1326906.0,137.3,961.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_158,SYNTHETIC_158,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.24,435.4,1,Arc discharge,,,,1751728.0,86.6,1180.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_159,SYNTHETIC_159,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,1.21,435.6,1,Laser ablation,,,,2176006.0,131.4,1333.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_160,SYNTHETIC_160,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,2.55,154.1,1,Laser ablation,,,,2048048.0,52.3,1123.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_161,SYNTHETIC_161,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,1.06,71.3,1,Arc discharge,,,,1565888.0,54.1,1144.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_162,SYNTHETIC_162,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.08,141.8,1,Laser ablation,,,,1077625.0,84.6,808.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_163,SYNTHETIC_163,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.3,203.8,1,HiPco,,,,1714836.0,108.8,1330.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_164,SYNTHETIC_164,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.52,29.4,1,CVD,731.0,Fe,,752458.0,89.9,1233.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_165,SYNTHETIC_165,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.56,390.1,1,Laser ablation,,,,740364.0,94.1,1418.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_166,SYNTHETIC_166,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,0.87,48.5,1,CVD,740.0,Ni,C2H4,2463195.0,54.0,917.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_167,SYNTHETIC_167,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,2.89,70.9,1,Laser ablation,,,,1407356.0,104.0,1229.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_168,SYNTHETIC_168,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.36,436.8,1,Arc discharge,,,,1829688.0,70.7,1370.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_169,SYNTHETIC_169,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.25,281.0,1,Arc discharge,,,,1825872.0,87.7,829.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_170,SYNTHETIC_170,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.41,50.0,1,CVD,774.0,Fe,Ethanol,885155.0,147.1,1036.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_171,SYNTHETIC_171,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.72,222.5,1,CVD,749.0,Fe,C2H4,1028480.0,95.1,1145.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_172,SYNTHETIC_172,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,1.24,343.3,1,CVD,709.0,Fe,C2H2,2350006.0,117.3,1320.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_173,SYNTHETIC_173,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,2.18,370.3,1,Laser ablation,,,,1383028.0,95.2,1160.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_174,SYNTHETIC_174,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.76,365.4,1,CVD,962.0,Co/Mo,C2H2,1073130.0,101.1,1439.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_175,SYNTHETIC_175,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.64,238.2,1,Laser ablation,,,,1022418.0,123.1,1084.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_176,SYNTHETIC_176,Synthetic data based on literature ranges (SWCNT),2023,Literature-based synthesis,1.2,126.4,1,HiPco,,,,1016739.0,132.5,1145.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_177,SYNTHETIC_177,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,1.01,208.5,1,Arc discharge,,,,1895541.0,109.5,867.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_178,SYNTHETIC_178,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,1.66,485.0,1,CVD,897.0,Co,CO,831528.0,146.4,1118.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_179,SYNTHETIC_179,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,2.74,226.6,1,CVD,835.0,Ni,CH4,1205972.0,100.5,1464.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_180,SYNTHETIC_180,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,1.17,92.1,1,CVD,921.0,Ni,C2H2,2344303.0,126.7,1210.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_181,SYNTHETIC_181,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.25,64.8,1,CVD,717.0,Co,,726424.0,44.7,1117.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_182,SYNTHETIC_182,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,0.99,60.6,1,Arc discharge,,,,2133830.0,77.7,1136.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_183,SYNTHETIC_183,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,0.81,476.4,1,Arc discharge,,,,2667943.0,84.6,1161.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_184,SYNTHETIC_184,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,1.55,270.8,1,CVD,740.0,Fe,,1948309.0,49.5,932.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_185,SYNTHETIC_185,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.28,227.4,1,Laser ablation,,,,831466.0,113.1,1387.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_186,SYNTHETIC_186,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,1.62,18.6,1,CVD,949.0,Co/Mo,CO,805122.0,125.5,1443.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_187,SYNTHETIC_187,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,1.27,332.9,1,CVD,895.0,Fe,C2H4,2584490.0,35.8,1484.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_188,SYNTHETIC_188,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.99,378.7,1,CVD,787.0,Fe,C2H4,1650209.0,141.1,1107.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_189,SYNTHETIC_189,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.48,400.9,1,CVD,945.0,Fe,C2H2,538724.0,69.0,1057.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_190,SYNTHETIC_190,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.04,196.4,1,Arc discharge,,,,1565902.0,95.5,1111.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_191,SYNTHETIC_191,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,0.96,305.7,1,Arc discharge,,,,2011032.0,85.6,1066.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_192,SYNTHETIC_192,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.89,425.1,1,Laser ablation,,,,1739454.0,43.1,904.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_193,SYNTHETIC_193,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,1.34,243.6,1,CVD,865.0,Fe/Co,CO,1631966.0,128.7,1102.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_194,SYNTHETIC_194,Synthetic data based on literature ranges (SWCNT),2011,Literature-based synthesis,2.78,129.3,1,Laser ablation,,,,604329.0,142.1,1046.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_195,SYNTHETIC_195,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.17,312.5,1,Arc discharge,,,,1998540.0,141.6,1173.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_196,SYNTHETIC_196,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,1.48,309.1,1,Arc discharge,,,,1122438.0,79.6,885.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_197,SYNTHETIC_197,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,1.07,431.1,1,Laser ablation,,,,1058135.0,65.4,1355.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_198,SYNTHETIC_198,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,1.36,481.8,1,CVD,942.0,Ni,CH4,1836270.0,144.2,1221.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_199,SYNTHETIC_199,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.93,300.8,1,Laser ablation,,,,1676993.0,51.0,1053.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_200,SYNTHETIC_200,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.78,183.2,1,CVD,934.0,Fe,Ethanol,1161847.0,110.1,867.0,SWCNT synthetic data,Synthetic,SWCNT
CNT_201,SYNTHETIC_201,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,1.13,217.7,1,CVD,771.0,Co/Mo,C2H2,1746806.0,51.4,1019.0,SWCNT synthetic data,Synthetic,SWCNT
